themes,projet,section,title,contenu,author,type,created_at,updated_at,id
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Organiser une pénurie alimentaire mondiale,"tout a fait d'accord, le consommateur est trop habitué à avoir la quantité et
la qualité et il ne veut plus payer le juste prix de ce qui est un besoin
vital (la ou il met des fortunes pour des téléphone portable). On ne peut pas
organiser la pénurie, mais il faudrait une certaine pénurie pour que le
consommateur accepte le juste prix des productions agricoles , par contre on
pourrait commencer par interdire l'importation de toutes les productions ou
produits transformée issue d'une agriculture utilisant des produits qui sont
interdit à nos agriculteurs/ Interdiction dans 2 ans d'importation de tourteau
de colza ayant reçue des néonicotinoides, interdictions de toutes importations
de matières premières ou de produits transformés en provenance d'un pays
autorisant le glyphosate si on l'interdit en France, interdiction
d'importation de soja ou de tourteau de soja si il est OGM, interdiction
d'importation de coton OGM, ou de vêtement à base de coton OGM. On en peut pas
laver plus blanc que blanc en France et dans le même temps importer des
productions faites avec des produits que l'on interdit à nos agriculteurs

",maxens,pour,2017-07-29T15:22:45+0200,2017-07-29T15:22:45+0200,02a46d11-7461-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,"Diminution des contraintes fiscales, sociales et environnementales","à marché commun , règles communes , et contrôlons plus efficacement ce qui
arrive d'ailleurs.

",jeanclaude44,pour,2017-08-12T09:08:14+0200,2017-08-12T09:08:14+0200,02a5bd7b-7f2d-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,Bien-être des animaux d'élevage et meilleure consommation,"Supprimer la séparation de séparation des petits de leur mère pour les
""cultiver "" en broutard pour finalement les transporter en Turquie, en Italie
dans des conditions monstrueuses. Redonner des avantages fiscaux pour les
éleveurs qui préservent les terres agricoles au profits des betonneurs

",Kerboulick,pour,2017-07-23T07:23:06+0200,2017-07-23T07:23:06+0200,02ab41b0-6f67-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Problème,Les nouveaux modes de production se développent mais peinent à suivre la demande en forte croissance,"Pour limiter les investissement et les risques, il faut favoriser les fermes
familiales et soutenir le développement des outils de transformation locaux,
sans parler de revoir les formations agricoles, et les réglementations
hostiles aux semences paysannes.

",thierrymaite,pour,2017-07-31T16:39:08+0200,2017-07-31T16:39:07+0200,02b4e797-75fe-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,Des normes pas toujours rationnelles,"Chaque norme est rationnelle dans le sens où elle répond à un objectif. Le
problème est que par manque de transversalité, il y a des incohérences entre
normes établies par des administrations différentes. Or, l'agriculteur devant
les appliquer toutes est obligé de trouver une cohérence. Autre difficulté,
l'instabilité permanente des normes

",FCL10,pour,2017-08-11T11:03:57+0200,2017-08-11T11:03:57+0200,02b96f11-7e74-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"ceux qui choisissent de produire meilleure vivent des moments difficiles (bio
etc...etc)

",montonkif,pour,2017-08-26T15:39:40+0200,2017-08-26T15:39:40+0200,02f035bc-8a64-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Organiser la diminution du nombre d'exploitations,"Il faut au contraire multiplier le nombre d'exploitations pour redonner du
travail de proximité, du lien social, des produits de qualité et locaux.

",ozenne,contre,2017-08-17T21:41:06+0200,2017-08-17T21:41:06+0200,02f25242-8384-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Former des chômeurs volontaires pour produire du bio localement,"être agriculteur ou éleveur doit être un véritable choix dans une démocratie
digne de ce nom

",Marie-Paule D'HAESE,contre,2017-07-21T15:39:25+0200,2017-07-21T15:39:25+0200,030380ea-6e1a-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,La surabondance d’informations sur l’emballage,"Ce sont les fausses informations, et pas leur nombre, qui trompent le
consommateurs. Certaines marques n'hésite pas à faire figurer sur la photo
d'un produit des ingrédients qui ne se trouvent même pas dedans une fois
sortis de son emballage, et je ne parle même pas du fait que ces photos sont
retouchées à outrance. A l'inverse les lieux de productions et de
transformation sont des informations utiles qui aident le consommateur à
appréhender ce qu'il achète. Il faudrait donc essayer d'uniformiser les
informations avant de chercher à réduire leur nombre.

",Jeanne Bliss,contre,2017-08-11T12:01:14+0200,2017-08-11T12:01:14+0200,0311e1b4-7e7c-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Une éducation à l'alimentation,"tout à fait d'accord

",Olivier M.,pour,2017-08-02T22:41:50+0200,2017-08-02T22:41:50+0200,03158b63-77c3-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Une concurrence internationale intense,"Donner le goût au Français de favoriser l'achat de produit locaux. Les
consommateurs ont une grosse par de responsabilité. Mais Il faut que la
politique aille dans ce sens et valorise les produits français.

",Claudelrey.contact,pour,2017-08-25T12:34:44+0200,2017-08-25T12:34:44+0200,031d48f0-8981-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Des normes plus ou moins exigeantes et d’application inégale,"Oui il y a beaucoup de norme... Mais nous sommes peut être mieux nourri ?

",oft,pour,2017-07-20T20:05:27+0200,2017-07-20T20:05:27+0200,03227b11-6d76-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Redonner leur vrai valeur aux produits alimentaires et compenser par des bons alimentaires pour les foyers à bas revenus,"Il n'y a pas de prix ""accessibles"": la nourriture pas chère a toujours été
produite par des esclaves, des serfs ou des fellahs! OU par son propre travail
mais dans ce cas on sait ce que ça coûte donc on produit du bon, on ne
gaspille pas et on laisse les clients venir à la ferme ou au marché du coin!
Dès qu'on dépasse ce stade, il y a des coûts qui s'ajoutent et il faut les
payer, directement ou indirectement. C'est pourquoi faute que chacun puisse
avoir son lopin de terre pour produire son alimentation de base, il faut
compenser par le plein emploi avec des salaires rémunérateurs ou un revenu de
base ou des bons alimentaires ou tickets-repas valables uniquement pour
acheter de l'alimentation et de préférence pas de la junk-food qui ne contient
dans son prix de vente pas plus de 10% de production ""agricole""'. Et ce n'est
pas tout: http://aid97400.lautre.net/spip.php?article1535

",TAGLIAFERRI Jean-Marc,pour,2017-07-23T17:10:06+0200,2017-07-23T17:10:06+0200,032573b2-6fb9-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Problème,Il existe un décalage important entre les souhaits exprimés par les consommateurs et leurs pratiques quotidiennes,"Eduquer, informer. Mais pas seulement les enfants. Ce sont les parents qui
font les courses et la cuisine. L'influence des enfants sur leurs parents
reste relativement faible. Oui, ils sont l'avenir, mais ce n'est pas demain
que nous avons un problème, c'est déjà aujourd'hui. Il n'y a pas d'information
impartiale disponible, et s'il en existe, il est très difficile d'aller les
chercher par soi-même. Nous sommes abreuvés de publicités (mensongères) qui
vantent les mérites de produits addictifs (rappelons que le sucre et les
produits laitiers sont de véritables substances addictives, que les animaux
sont bourrés d'antibiotiques etc.). Aujourd'hui nous n'avons qu'une vague idée
des impacts de certains types d'aliments, sur l'environnement, sur notre
santé, sur l'avenir de nos enfants. Il faut davantage informer. Où sont les
études neutres (non commandités par les lobbies)? Il y a un gros travail à
faire à ce niveau.

",Clemy,pour,2017-07-24T18:20:30+0200,2017-07-24T18:20:30+0200,0339eb48-708c-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Élargir le champ des certificats d’économie en produits phytopharmaceutiques (CEPP),"Faire faire le travail de conseil par des vendeurs de produits c'est bien cela
dont il est question ? Alors l'état et les collectivités se déchargeraient du
travail de conseil , c'est ça la logique ? Au bout du compte cela revient à
faire payer par l'agriculteur le conseil et l'accompagnement non ? Et ils
deviendraient compétents en agriculture durable ces vendeurs ???

",véro,contre,2017-07-21T16:43:51+0200,2017-07-21T16:43:50+0200,03433d8d-6e23-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Réviser les itinéraires de production,"Taxer les produits au kilomètre parcouru depuis la culture ?

",MLo,pour,2017-07-26T14:57:42+0200,2017-07-26T14:57:42+0200,03469baa-7202-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,Informer sur l'autoconsommation réelle des produits des jardins potagers collectifs ou personnels,"POUR favoriser l'agroécologie urbaine, les associations du type ""Incroyables
comestibles"", la permaculture etc. Mais mitigée concernant la publication des
chiffres qui risqueraient d'attirer l'attention de ceux qui disposent
malheureusement de gros moyens financier et appuis politiques pour discréditer
ce type d'initiatives.

",Nicole,pour,2017-08-07T20:48:32+0200,2017-08-07T20:48:32+0200,03469d09-7ba1-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,"Il faut accompagner la tendance à la restauration collective et au snack, qui est inéluctable.","FAUX, il est toujours possible d'apporter sa propre nourriture. On doit rester
maître de notre corps et de notre alimentation.

",IR,contre,2017-07-28T23:23:34+0200,2017-07-28T23:23:34+0200,0349bf2e-73db-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,Des normes pas toujours rationnelles,"arrêter l'inflation des normes. Respecter les normes européennes, oui. Aller
beaucoup plus loin spécialement en France, non. Nous voulons réconcilier
l'agronomie, l'économie, et l'environnement, c'est ce que la Coopérative fait
tous les jours auprès de ses adhérents

",Desaivres,contre,2017-07-27T22:56:07+0200,2017-07-27T22:56:07+0200,035b5398-730e-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Installation de jardins communautaires dans les quartiers et/ou à l'école,"D'accord pour tout ce qui a été dit, sauf l'introduction de poules. Elles
nécessitent des soins particuliers et réguliers (vermifugation,
complémentations en vitamines et calcium, traitements anti-parasitaires) pour
leur bien-être ainsi que pour la santé des consommateurs (salmonellose,
infestation par les poux rouges, etc.), ce qui nécessiterait une organisation
particulière ou une personne unique dédiée à leur entretien (et un budget,
notamment en frais vétérinaires...?), ce qui me paraît compliqué dans le cadre
de jardins participatifs. Ce sont des êtres sensibles, je ne pense pas
judicieux d'inclure des animaux dans un tel programme.

",Aurore Thourault,contre,2017-07-21T22:34:36+0200,2017-07-21T22:34:36+0200,037b550f-6e54-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Rendre leur Liberté de semence,"Par ailleurs, l'utilisation de ces anciennes semences reproductibles permet
une productivité plus adaptée au climat local, ce qui permet des économies
notamment en irrigation et en pesticides. Ces semences sont porteuses d'une
diversité génétique plus grande, qui leur permet de résister plus facilement
aux maladies que les hybrides et autres productions de lignée clonale, tels
que par exemple la banane Cavendish, qui ne peuvent développer aucune
résistance contre certaines maladies en monoculture.

",Estelle,pour,2017-07-26T19:22:34+0200,2017-07-26T19:22:34+0200,038335e6-7227-11e7-92ee-fa163e947a7a
